title,series,author,genres,pages,publishDate,publishYear,rating,likedPercent,price
The Emperor Wears No Clothes: The Authoritative Historical Record of Cannabis and the Conspiracy Against Marijuana,standalone,Jack Herer,"['History', 'Nonfiction', 'Politics', 'Health', 'Conspiracy Theories', 'World History', 'Spirituality', 'Science', 'Research', 'Classics']",291,November 3rd 1998,1998,4.49,98.0,30.32
The Attributes of God,standalone,Arthur W. Pink,"['Theology', 'Christian', 'Christianity', 'Nonfiction', 'Faith', 'Religion', 'God', 'Christian Living', 'Christian Non Fiction', 'Spirituality']",123,December 1st 2006,2006,4.49,97.0,8.83
"My Hero Academia, Vol. 1",My Hero Academia,Kohei Horikoshi,"['Manga', 'Comics', 'Fantasy', 'Graphic Novels', 'Superheroes', 'Young Adult', 'Fiction', 'Action', 'Shonen', 'Science Fiction']",192,August 4th 2015,2015,4.49,96.0,2.33
Percy Jackson's Greek Heroes,Percy Jackson and the Olympians,Rick Riordan,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Greek Mythology', 'Humor', 'Childrens', 'Audiobook']",404,August 18th 2015,2015,4.49,98.0,10.07
An Author's Odyssey,The Land of Stories,Chris Colfer,"['Fantasy', 'Middle Grade', 'Fiction', 'Fairy Tales', 'Childrens', 'Young Adult', 'Adventure', 'Audiobook', 'Magic', 'Retellings']",448,July 12th 2016,2016,4.49,97.0,5.02
Six by Seuss,standalone,Dr. Seuss,"['Childrens', 'Picture Books', 'Fiction', 'Poetry', 'Classics', 'Humor', 'Anthologies', 'Kids', 'Juvenile', 'Comedy']",352,July 20th 1991,1991,4.49,97.0,3.50
"The Complete Sherlock Holmes, Volume I",Sherlock Holmes,Arthur Conan Doyle,"['Classics', 'Mystery', 'Fiction', 'Short Stories', 'Crime', 'Literature', 'Detective', 'Mystery Thriller', 'Historical Fiction', 'British Literature']",709,September 1st 2003,2003,4.49,98.0,5.66
"Christy Miller Collection, Vol. 1",Christy Miller,Robin Jones Gunn,"['Christian', 'Christian Fiction', 'Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Teen', 'Realistic Fiction', 'Christian Romance', 'Chick Lit']",489,December 1st 2005,2005,4.49,97.0,3.40
The Wee Free Men: The Beginning,Discworld - Tiffany Aching,Terry Pratchett,"['Fantasy', 'Fiction', 'Young Adult', 'Humor', 'Magic', 'Childrens', 'Comedy', 'Teen', 'Science Fiction Fantasy', 'Adventure']",552,August 24th 2010,2010,4.49,98.0,11.16
"Pandora Hearts, Volume 7",Pandora Hearts,Jun Mochizuki,"['Manga', 'Fantasy', 'Graphic Novels', 'Mystery', 'Comics', 'Shonen', 'Young Adult', 'Adventure', 'Supernatural', 'Comics Manga']",192,October 2011,2011,4.49,98.0,10.68
Redeeming Love,standalone,Francine Rivers,"['Christian Fiction', 'Christian', 'Fiction', 'Romance', 'Historical Fiction', 'Historical', 'Historical Romance', 'Adult', 'Faith', 'Christian Romance']",479,10/28/07,2007,4.49,96.0,3.81
The Ruins of Gorlan / The Burning Bridge / The Icebound Land,Ranger's Apprentice,John Flanagan,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Young Adult Fantasy', 'Science Fiction Fantasy', 'Epic', 'Middle Grade', 'Childrens', 'High Fantasy']",848,September 11th 2008,2008,4.49,97.0,7.85
The Remarkable Journey of Coyote Sunrise,standalone,Dan Gemeinhart,"['Middle Grade', 'Realistic Fiction', 'Fiction', 'Family', 'Young Adult', 'Adventure', 'Contemporary', 'Audiobook', 'Childrens', 'Juvenile']",344,January 8th 2019,2019,4.49,98.0,9.66
The Mistress,The Original Sinners,Tiffany Reisz,"['BDSM', 'Erotica', 'Romance', 'Dark', 'Contemporary', 'Adult', 'Erotic Romance', 'Contemporary Romance', 'Fiction', 'Suspense']",458,July 30th 2013,2013,4.49,97.0,6.91
An Illustrated History of Notable Shadowhunters and Denizens of Downworld,Shadowhunter Chronicles,Cassandra Clare,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Paranormal', 'Graphic Novels', 'Vampires', 'Fiction', 'Magic', 'Young Adult Fantasy', 'Angels']",208,November 1st 2016,2016,4.49,98.0,8.05
The Poetry and Short Stories of Dorothy Parker (Modern Library),standalone,Dorothy Parker,"['Poetry', 'Short Stories', 'Fiction', 'Classics', 'Humor', 'Literature', 'Literary Fiction', 'Anthologies', '20th Century', 'Feminism']",457,August 30th 1994,1994,4.49,99.0,9.26
The Jolly Christmas Postman,The Jolly Postman,Janet Ahlberg,"['Christmas', 'Picture Books', 'Childrens', 'Holiday', 'Fiction', 'Fantasy', 'Humor', 'Fairy Tales', 'Writing', 'Poetry']",64,September 1st 2001,2001,4.49,97.0,4.65
The Letter of Marque,Aubrey & Maturin,Patrick O'Brian,"['Historical Fiction', 'Fiction', 'Historical', 'Adventure', 'Audiobook', 'War', 'Military Fiction', 'Action', 'Maritime', 'Novels']",336,August 17th 1992,1992,4.49,100.0,3.74
Nightshade Tavern,"Anita Blake, Vampire Hunter",Laurell K. Hamilton,"['Urban Fantasy', 'Vampires', 'Paranormal', 'Fiction', 'Fantasy', 'Werewolves', 'Mystery', 'Horror', 'Paranormal Romance', 'Romance']",850,November 2005,2005,4.49,97.0,6.75
Betsy and the Great World / Betsy's Wedding,Betsy-Tacy,Maud Hart Lovelace,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Romance', 'Childrens', 'Travel', 'Childrens Classics', 'American', 'Historical']",688,September 29th 2009,2009,4.49,98.0,8.87
"Pandora Hearts, Volume 8",Pandora Hearts,Jun Mochizuki,"['Manga', 'Fantasy', 'Mystery', 'Comics', 'Shonen', 'Graphic Novels', 'Adventure', 'Supernatural', 'Comics Manga', 'Fiction']",208,January 24th 2012,2012,4.49,98.0,3.46
Hitchcock,standalone,François Truffaut,"['Film', 'Nonfiction', 'Biography', 'Media Tie In', 'Art', 'History', 'Criticism', 'France', '20th Century', 'Reference']",368,October 2nd 1985,1985,4.49,99.0,8.41
Gemina,The Illuminae Files,Amie Kaufman,"['Science Fiction', 'Young Adult', 'Romance', 'Fiction', 'Fantasy', 'Audiobook', 'Space', 'Dystopia', 'Adventure', 'Thriller']",659,October 18th 2016,2016,4.49,98.0,8.94
Parmenides,Studies in Continental Thought,Martin Heidegger,['Philosophy'],192,July 1st 1998,1998,4.48,98.0,15.79
Believing God,standalone,Beth Moore,"['Christian', 'Nonfiction', 'Christian Living', 'Faith', 'Christianity', 'Religion', 'Christian Non Fiction', 'Spirituality', 'Inspirational', 'Theology']",272,September 1st 2004,2004,4.48,98.0,3.15
"Vagabond, Vol. 1",Vagabond VIZBIG Omnibus Edition,Takehiko Inoue,"['Manga', 'Comics', 'Historical Fiction', 'Graphic Novels', 'Fiction', 'Japan', 'Comics Manga', 'Historical', 'Adventure', 'Seinen']",728,September 19th 2008,2008,4.48,98.0,11.05
Three Sisters Island collection,Three Sisters Island,Nora Roberts,"['Romance', 'Fiction', 'Paranormal Romance', 'Paranormal', 'Magic', 'Fantasy', 'Love', 'Contemporary Romance', 'Contemporary', 'Witches']",0,September 10th 2003,2003,4.48,98.0,107.38
The Star Outside my Window,standalone,Onjali Q. Raúf,"['Middle Grade', 'Novels', 'Childrens', 'Fiction', 'Family', 'Adventure', 'Space', 'Contemporary', 'School', 'Fostering']",256,October 3rd 2019,2019,4.48,98.0,7.00
Tell Me the Secrets: Treasures for Eternity,standalone,Max Lucado,"['Childrens', 'Christian', 'Fiction', 'Christian Fiction', 'Picture Books', 'Short Stories', 'Religion', 'Christian Living']",63,October 1st 1993,1993,4.48,97.0,3.13
Heir of Fire,Throne of Glass,Sarah J. Maas,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'New Adult', 'Young Adult Fantasy', 'Fiction', 'Fae', 'High Fantasy', 'Paranormal']",565,09/02/14,2014,4.48,97.0,8.99
Pink and Say,standalone,Patricia Polacco,"['Picture Books', 'Historical Fiction', 'Childrens', 'Civil War', 'Cultural', 'War', 'Historical', 'Fiction', 'African American', 'Realistic Fiction']",48,September 15th 1994,1994,4.48,97.0,6.94
For Keeps: 30 Years at the Movies,The Film Writings,Pauline Kael,"['Film', 'Nonfiction', 'Essays', 'Media Tie In', 'Criticism', 'Art', 'Reference', 'Memoir', 'American']",1312,September 1st 1996,1996,4.48,98.0,43.36
"The Millennium Trilogy (Millennium Trilogy, #1-3)",standalone,Stieg Larsson,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Suspense', 'Contemporary', 'Novels', 'Mystery Thriller', 'Adult', 'Scandinavian Literature']",1531,May 25th 2010,2010,4.48,98.0,60.06
The Complete Sherlock Holmes,Sherlock Holmes,Arthur Conan Doyle,"['Classics', 'Mystery', 'Fiction', 'Crime', 'Short Stories', 'Detective', 'Literature', 'Mystery Thriller', 'Historical Fiction', 'Thriller']",1796,10/01/86,1986,4.48,98.0,11.24
Teachings of the Prophet Joseph Smith,standalone,Joseph Smith Jr.,"['Religion', 'Lds', 'Church', 'Nonfiction', 'Mormonism', 'Spirituality', 'Lds Non Fiction', 'History', 'Reference', 'Historical']",437,June 15th 1977,1977,4.48,96.0,5.22
"Locke & Key, Vol. 5: Clockworks",Locke & Key,Joe Hill,"['Graphic Novels', 'Horror', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Comic Book', 'Paranormal', 'Supernatural', 'Adult']",160,July 2013,2013,4.48,98.0,18.20
Fireproof,standalone,Eric Wilson,"['Christian', 'Christian Fiction', 'Fiction', 'Romance', 'Marriage', 'Faith', 'Inspirational', 'Relationships', 'Spirituality', 'Contemporary']",284,September 1st 2008,2008,4.48,97.0,3.52
Born of Silence,The League: Nemesis Rising,Sherrilyn Kenyon,"['Romance', 'Paranormal Romance', 'Science Fiction', 'Paranormal', 'Fantasy', 'Aliens', 'Adult', 'Futuristic', 'Fiction', 'Science Fiction Romance']",614,May 1st 2012,2012,4.48,97.0,3.44
"Fruits Basket, Vol. 17",Fruits Basket,Natsuki Takaya,"['Manga', 'Fantasy', 'Romance', 'Graphic Novels', 'Young Adult', 'Shojo', 'Fiction', 'Anime', 'Comics Manga', 'Comics']",202,August 7th 2007,2007,4.48,98.0,5.83
Every Living Thing,All Creatures Great and Small,James Herriot,"['Nonfiction', 'Animals', 'Memoir', 'Biography', 'Classics', 'Autobiography', 'Humor', 'Biography Memoir', 'Short Stories', 'British Literature']",370,July 1st 2006,2006,4.48,99.0,2.78
Heart of Obsidian,Psy-Changeling,Nalini Singh,"['Paranormal Romance', 'Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy', 'Shapeshifters', 'Adult', 'Science Fiction', 'Fiction', 'Futuristic']",360,June 4th 2013,2013,4.48,97.0,4.09
Rumo & His Miraculous Adventures,Zamonien,Walter Moers,"['Fantasy', 'Fiction', 'Humor', 'German Literature', 'Adventure', 'Young Adult', 'Science Fiction Fantasy', 'Audiobook', 'High Fantasy', 'Germany']",688,September 7th 2006,2006,4.48,98.0,14.28
Draven's Light,Tales of Goldstone Wood,Anne Elisabeth Stengl,"['Fantasy', 'Christian Fiction', 'Fiction', 'Christian Fantasy', 'Young Adult', 'Christian', 'Adventure', 'Romance', 'Fairy Tales']",184,May 25th 2015,2015,4.48,99.0,11.39
In the Realm of Hungry Ghosts: Close Encounters with Addiction,standalone,Gabor Maté,"['Nonfiction', 'Psychology', 'Health', 'Science', 'Mental Health', 'Self Help', 'Medicine', 'Medical', 'Social Work', 'Memoir']",480,February 12th 2008,2008,4.48,98.0,56.38
The Fear of the Lord: Discover the Key to Intimately Knowing God,standalone,John Bevere,"['Christian', 'Nonfiction', 'Faith', 'Christian Non Fiction', 'Spirituality', 'Christian Living', 'Christianity', 'Religion', 'Theology']",196,September 1st 1997,1997,4.48,97.0,1.92
The Way It Is: New and Selected Poems,standalone,William Stafford,"['Poetry', 'Literature']",268,March 1st 1999,1999,4.48,98.0,5.20
Drive,standalone,Kate Stewart,"['Romance', 'New Adult', 'Contemporary Romance', 'Contemporary', 'Music', 'Fiction', 'Musicians', 'Drama', 'Adult', 'Chick Lit']",412,October 13th 2017,2017,4.48,96.0,18.47
A Newborn Business: Esports,standalone,Zoltan Andrejkovics,"['Gaming', 'Business', 'Nonfiction', 'Sports', 'Games']",101,October 5th 2018,2018,4.48,94.0,18.76
The Hunger Games Trilogy Boxset,The Hunger Games,Suzanne Collins,"['Young Adult', 'Fiction', 'Fantasy', 'Dystopia', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Action', 'Novels']",1155,08/24/10,2010,4.48,98.0,4.09
True to the Game II,True to the Game,Teri Woods,"['Urban', 'Drama', 'African American', 'Audiobook', 'Adult']",240,November 1st 2007,2007,4.48,95.0,39.03
"Locke & Key, Vol. 6: Alpha & Omega",Locke & Key,Joe Hill,"['Graphic Novels', 'Comics', 'Horror', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Comic Book', 'Paranormal', 'Supernatural', 'Adult']",192,January 2014,2014,4.48,97.0,10.60
"A River Runs Again: India's Natural World in Crisis, from the Barren Cliffs of Rajasthan to the Farmlands of Karnataka",standalone,Meera Subramanian,"['India', 'Nonfiction', 'Environment', 'Science', 'Politics']",352,August 25th 2015,2015,4.48,100.0,5.39
Perla la Loca,Love and Rockets,Jaime Hernández,"['Comics', 'Graphic Novels', 'Fiction', 'Graphic Novels Comics', 'Comix', 'Comic Book', 'Sequential Art', 'LGBT', 'Queer', 'Comics Manga']",288,December 17th 2007,2007,4.48,98.0,18.80
A Reason To Kill,A Blacklick Valley Mystery,Donna Cummins,['Thriller'],312,September 12th 2014,2014,4.48,95.0,6.99
"Life Story: Many Lives, One Epic Journey",standalone,Mike Gunton,"['Nature', 'Nonfiction', 'Animals', 'Collections']",288,April 1st 2015,2015,4.48,97.0,1.45
Ember Falls,The Green Ember,S.D. Smith,"['Fantasy', 'Fiction', 'Audiobook', 'Childrens', 'Middle Grade', 'Young Adult', 'Animals', 'Adventure', 'Juvenile', 'Christian Fiction']",336,September 13th 2016,2016,4.48,98.0,15.66
Lackadaisy: Volume #1,Lackadaisy,Tracy J. Butler,"['Comics', 'Graphic Novels', 'Webcomic', 'Historical Fiction', 'Historical', 'Graphic Novels Comics', 'Fantasy', 'Humor', 'Fiction', 'Animals']",96,February 27th 2009,2009,4.48,97.0,8.67
The Last Men Out: Life on the Edge at Rescue 2 Firehouse,standalone,Tom Downey,"['Nonfiction', 'History', 'Fire Services']",320,June 1st 2004,2004,4.48,98.0,4.51
Chain of Gold,The Last Hours,Cassandra Clare,"['Fantasy', 'Young Adult', 'Romance', 'Historical Fiction', 'Paranormal', 'Young Adult Fantasy', 'Urban Fantasy', 'Historical', 'Fiction', 'LGBT']",672,March 3rd 2020,2020,4.48,98.0,15.57
A Shepherd Looks at Psalm 23,The Shepherd Trilogy,W. Phillip Keller,"['Christian', 'Nonfiction', 'Christian Living', 'Religion', 'Faith', 'Theology', 'Christianity', 'Spirituality', 'Inspirational', 'Christian Non Fiction']",173,April 29th 2007,2007,4.48,98.0,5.54
Lonesome Dove,Lonesome Dove,Larry McMurtry,"['Fiction', 'Historical Fiction', 'Westerns', 'Classics', 'Historical', 'Adventure', 'Novels', 'Literature', 'Audiobook', 'American']",960,10/01/99,1999,4.48,97.0,4.55
The Medieval Health Handbook - Tacuinum Sanitatis,standalone,Luisa Cogliati Arano,"['Nonfiction', 'History', 'Reference', 'Medicine', 'Medieval']",156,April 1st 1992,1992,4.48,95.0,4.69
The Hero of Ages,Mistborn,Brandon Sanderson,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Adult', 'Science Fiction Fantasy', 'Audiobook', 'Adventure', 'Epic']",572,10/14/08,2008,4.48,98.0,8.4
Lament for a Son,standalone,Nicholas Wolterstorff,"['Nonfiction', 'Theology', 'Christian', 'Memoir', 'Philosophy', 'Biography', 'Christianity', 'Faith', 'Christian Living', 'Spirituality']",111,May 18th 1987,1987,4.48,98.0,9.90
Humans of New York,standalone,Brandon Stanton,"['Nonfiction', 'Photography', 'Art', 'New York', 'Adult', 'Biography', 'Travel', 'Art and Photography', 'Inspirational', 'American']",304,October 15th 2013,2013,4.48,98.0,7.27
Gemini,The House of Niccolò,Dorothy Dunnett,"['Historical Fiction', 'Historical', 'Fiction', 'Scotland', 'Romance', 'Adventure', 'Historical Romance', 'Literature', 'Adult', 'France']",672,May 8th 2001,2001,4.48,98.0,5.27
The Living Bible,standalone,Anonymous,"['Religion', 'Christian', 'Reference', 'Nonfiction', 'Christianity', 'Spirituality', 'Theology', 'Classics']",1020,January 1st 1920,1920,4.48,93.0,5.52
The Mis-Education of the Negro,standalone,Carter G. Woodson,"['Nonfiction', 'History', 'Race', 'Education', 'African American', 'Classics', 'Politics', 'Social Justice', 'Sociology', 'American History']",215,November 1st 2006,2006,4.48,97.0,33.02
"Sherlock Holmes: The Complete Novels and Stories, Volume II",Sherlock Holmes,Arthur Conan Doyle,"['Classics', 'Mystery', 'Fiction', 'Short Stories', 'Crime', 'Detective', 'Mystery Thriller', 'Literature', 'British Literature', 'Historical Fiction']",737,November 1st 1986,1986,4.48,97.0,4.25
Finally and Forever,Katie Weldon,Robin Jones Gunn,"['Christian Fiction', 'Christian', 'Contemporary', 'Fiction', 'Young Adult', 'Romance', 'Realistic Fiction', 'Africa', 'Christian Romance']",256,April 24th 2012,2012,4.48,98.0,11.45
Back to the Hood,Flint,Treasure Hernandez,['African American'],208,June 1st 2009,2009,4.48,96.0,9.33
The Hobbit: Graphic Novel,standalone,Chuck Dixon,"['Fantasy', 'Graphic Novels', 'Fiction', 'Classics', 'Comics', 'Adventure', 'Young Adult', 'Science Fiction Fantasy', 'Epic Fantasy', 'Graphic Novels Comics']",133,November 1st 1990,1990,4.48,98.0,28.06
Alexander Dolgun's Story: An American in the Gulag,standalone,Alexander Dolgun,"['Russia', 'Nonfiction', 'Biography', 'History', 'Memoir', 'Biography Memoir', 'Adventure', 'Soviet Union']",370,January 1st 1975,1975,4.48,99.0,5.71
A Period of Juvenile Prosperity,standalone,Mike Brodie,"['Photography', 'Nonfiction', 'Art']",104,March 2013,2013,4.48,100.0,47.01
Churning Waters,The Churning Waters Saga,Meredith T. Taylor,"['Fantasy', 'Romance']",643,October 12th 2013,2013,4.48,94.0,21.90
Something to Someone,standalone,Javan,"['Poetry', 'Nonfiction']",0,July 1st 1984,1984,4.48,96.0,3.07
"Fruits Basket, Vol. 16",Fruits Basket,Natsuki Takaya,"['Manga', 'Fantasy', 'Romance', 'Graphic Novels', 'Young Adult', 'Shojo', 'Fiction', 'Comics', 'Comics Manga', 'Anime']",216,April 10th 2007,2007,4.48,98.0,5.24
The Complete Tales and Poems of Winnie-the-Pooh,Winnie-the-Pooh,A.A. Milne,"['Classics', 'Childrens', 'Fiction', 'Poetry', 'Fantasy', 'Short Stories', 'Picture Books', 'Animals', 'Literature', 'Young Adult']",557,October 1st 2001,2001,4.48,97.0,7.33
On Shirley Hazzard,Writers on Writers,Michelle de Kretser,['Nonfiction'],112,March 10th 2020,2020,4.48,100.0,12.28
"Saga, Vol. 6",Saga (Collected Editions),Brian K. Vaughan,"['Graphic Novels', 'Comics', 'Fantasy', 'Science Fiction', 'Fiction', 'Graphic Novels Comics', 'Adult', 'Comic Book', 'Romance', 'Adventure']",152,July 5th 2016,2016,4.48,99.0,7.39
Rain of Gold,standalone,Victor Villaseñor,"['Fiction', 'Historical Fiction', 'Magical Realism', 'Historical', 'Classics', 'Novels', 'Literature', 'Cultural', 'School', 'Latin American']",576,September 1st 1992,1992,4.48,97.0,6.45
Complete Works of Oscar Wilde,standalone,Oscar Wilde,"['Classics', 'Fiction', 'Poetry', 'Plays', 'Short Stories', 'Literature', 'Drama', 'Humor', 'Essays', '19th Century']",1270,August 4th 2003,2003,4.48,98.0,31.60
Lord of Shadows,The Dark Artifices,Cassandra Clare,"['Fantasy', 'Young Adult', 'Romance', 'Urban Fantasy', 'Paranormal', 'Young Adult Fantasy', 'Fiction', 'Magic', 'Angels', 'Audiobook']",701,May 23rd 2017,2017,4.48,98.0,7.49
The Elephant Whisperer,Elephant Whisperer,Lawrence Anthony,"['Nonfiction', 'Animals', 'Africa', 'Memoir', 'Nature', 'Biography', 'Audiobook', 'Biography Memoir', 'South Africa', 'Wildlife']",368,December 1st 2009,2009,4.48,99.0,12.29
Ameca J and the Legacy of Menindus,Ameca J Chronicles,Paul Xavier Jones,['Fantasy'],384,October 9th 2012,2012,4.48,100.0,13.68
Avatar Volume 3: The Last Airbender,Avatar: The Last Airbender Books,Michael Dante DiMartino,"['Manga', 'Graphic Novels', 'Fantasy', 'Comics', 'Graphic Novels Comics', 'Humor', 'Comic Book']",96,August 8th 2006,2006,4.48,97.0,5.19
The World of Yesterday,standalone,Stefan Zweig,"['History', 'Nonfiction', 'Biography', 'Classics', 'Memoir', 'German Literature', 'Autobiography', '20th Century', 'Literature', 'War']",461,October 1st 1964,1964,4.48,98.0,5.78
The Enchanted Forest Chronicles,Enchanted Forest Chronicles,Patricia C. Wrede,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Childrens', 'Adventure', 'Science Fiction Fantasy', 'Humor', 'Middle Grade', 'Magic']",1056,July 1st 2003,2003,4.48,98.0,19.58
Girlfriends Secrets,standalone,Charmaine Galloway,['Drama'],256,July 14th 2013,2013,4.48,100.0,20.94
"Discourses, Fragments, Handbook",standalone,Epictetus,"['Philosophy', 'Nonfiction', 'Classics', 'Self Help', 'Ancient History', 'Religion', 'Psychology', 'Personal Development', 'Ancient', 'Poetry']",355,March 1st 2014,2014,4.48,98.0,8.92
I Have a Dream: Writings and Speeches That Changed the World,standalone,Martin Luther King Jr.,"['Nonfiction', 'History', 'Classics', 'Politics', 'Biography', 'Social Justice', 'Essays', 'Race', 'African American', 'Reference']",210,April 29th 2003,2003,4.48,98.0,1.05
The Spiritual Notebook,standalone,Paul Twitchell,['Nonfiction'],253,July 1st 1997,1997,4.48,94.0,7.19
Shoe Dog: A Memoir by the Creator of NIKE,standalone,Phil Knight,"['Business', 'Biography', 'Nonfiction', 'Memoir', 'Sports', 'Audiobook', 'Autobiography', 'Entrepreneurship', 'Biography Memoir', 'Leadership']",400,April 26th 2016,2016,4.48,97.0,7.90
"Dragon Ball Z, Vol. 1: The World's Greatest Team",Dragon Ball,Akira Toriyama,"['Manga', 'Comics', 'Fantasy', 'Graphic Novels', 'Fiction', 'Science Fiction', 'Adventure', 'Shonen', 'Comics Manga', 'Humor']",192,March 12th 2003,2003,4.48,96.0,6.72
Thirst of the Salt Mountain: Trilogy of Plays,standalone,Marin Sorescu,"['Plays', 'Romanian Literature', 'Drama']",112,December 1st 1990,1990,4.47,99.0,22.82
Lying Season,Experiment in Terror,Karina Halle,"['Paranormal', 'Horror', 'Romance', 'Ghosts', 'Paranormal Romance', 'New Adult', 'Urban Fantasy', 'Fantasy', 'Mystery', 'Adult']",348,December 13th 2011,2011,4.47,98.0,17.99
Harold's Purple Crayon Treasury,standalone,Crockett Johnson,"['Picture Books', 'Fiction', 'Childrens', 'Classics', 'Anthologies', 'Art']",320,January 1st 1985,1985,4.47,99.0,5.20
The Long Discourses of the Buddha: A Translation of the Digha Nikaya,standalone,Maurice Walshe,"['Buddhism', 'Philosophy', 'Religion', 'Nonfiction', 'Spirituality', 'Unfinished', 'Scripture', 'Historical', 'Eastern Philosophy', 'Ancient']",648,June 15th 1995,1995,4.47,97.0,35.99
"John Le Carré: Three Complete Novels [Tinker, Tailor, Soldier, Spy / The Honourable Schoolboy / Smiley's People]",The Karla Trilogy,John le Carré,"['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Novels', 'Modern', 'British Literature', 'Collections', 'Crime', 'Action']",952,May 8th 1995,1995,4.47,98.0,7.80
"Pandora Hearts, Volume 5",Pandora Hearts,Jun Mochizuki,"['Manga', 'Fantasy', 'Graphic Novels', 'Mystery', 'Comics', 'Supernatural', 'Shonen', 'Adventure', 'Comics Manga', 'Action']",192,April 2011,2011,4.47,98.0,3.49
Sentinel,Covenant,Jennifer L. Armentrout,"['Fantasy', 'Young Adult', 'Paranormal', 'Mythology', 'Romance', 'Paranormal Romance', 'Greek Mythology', 'Urban Fantasy', 'Supernatural', 'Magic']",297,November 2nd 2013,2013,4.47,97.0,6.9
"The Gulag Archipelago, 1918-1956: An Experiment in Literary Investigation, Books III-IV",The Gulag Archipelago 1918-1956,Aleksandr Solzhenitsyn,"['History', 'Nonfiction', 'Russia', 'Biography', 'Politics', 'Classics', 'Memoir', 'Russian Literature', 'Literature', 'Soviet Union']",712,January 1st 1992,1992,4.47,97.0,24.36
Starflower,Tales of Goldstone Wood,Anne Elisabeth Stengl,"['Fantasy', 'Christian Fiction', 'Young Adult', 'Christian', 'Romance', 'Dragons', 'Fiction', 'Christian Fantasy', 'Adventure', 'Fairy Tales']",349,November 1st 2012,2012,4.47,97.0,3.12
"The Wrath of the Fire Stone (Asyri, #1)",standalone,Robyn Ellington-Jones,['Fantasy'],245,May 2016,2016,4.47,93.0,19.25
The New Jim Crow: Mass Incarceration in the Age of Colorblindness,standalone,Michelle Alexander,"['Nonfiction', 'Race', 'Politics', 'History', 'Social Justice', 'Sociology', 'Anti Racist', 'Audiobook', 'African American', 'Law']",290,January 5th 2010,2010,4.47,97.0,10.59
Bleach Box Set: Volumes 1-21,Bleach,Tite Kubo,"['Manga', 'Fantasy', 'Comics', 'Action', 'Young Adult', 'Paranormal', 'Japanese Literature', 'Supernatural', 'Fiction', 'Teen']",4504,September 2nd 2008,2008,4.47,98.0,73.45
Sick Bay,standalone,Nova Weetman,"['Middle Grade', 'Contemporary', 'Young Adult', 'Realistic Fiction', 'Childrens', 'Young Adult Contemporary', 'School', 'Australia', 'Family', 'Mental Health']",280,June 4th 2019,2019,4.47,98.0,15.16
The Twelve Kingdoms: Skies of Dawn,The Twelve Kingdoms (7 books edition),Fuyumi Ono,"['Fantasy', 'Young Adult', 'Light Novel', 'Japanese Literature', 'Fiction', 'Japan', 'High Fantasy', 'Manga', 'Adventure', 'Science Fiction Fantasy']",656,March 2nd 2010,2010,4.47,99.0,56.64
The Expositor's Study Bible - Giant Print,standalone,Jimmy Swaggart,['Spirituality'],2480,October 25th 2006,2006,4.47,94.0,54.50
Winnie-the-Pooh Meets Gopher (Little Golden Book),standalone,A.A. Milne,"['Childrens', 'Picture Books', 'Fiction', 'Animals']",22,1974,1974,4.47,97.0,21.69
A Three Course Meal for the Mind,standalone,Renée Paule,"['Nonfiction', 'Self Help', 'Philosophy', 'Inspirational']",316,June 26th 2016,2016,4.47,88.0,11.95
"Hellboy, Vol. 9: The Wild Hunt",Hellboy,Mike Mignola,"['Comics', 'Graphic Novels', 'Horror', 'Fantasy', 'Fiction', 'Comic Book', 'Graphic Novels Comics', 'Paranormal', 'Mythology', 'Supernatural']",192,March 23rd 2010,2010,4.47,99.0,9.97
The Heir Chronicles,The Heir Chronicles,Cinda Williams Chima,"['Fantasy', 'Magic', 'Young Adult', 'Fiction', 'Adventure', 'Romance', 'Own', 'Mystery', 'Epic', 'Urban Fantasy']",1408,September 1st 2009,2009,4.47,98.0,8.49
The Complete Sherlock Holmes: Volume II,The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['Classics', 'Mystery', 'Fiction', 'Short Stories', 'Crime', 'Detective', 'Literature', 'Mystery Thriller', 'British Literature', 'Thriller']",709,September 20th 2004,2004,4.47,98.0,5.89
"Akira, Vol. 4",Akira: 6 Volumes,Katsuhiro Otomo,"['Manga', 'Comics', 'Graphic Novels', 'Science Fiction', 'Fiction', 'Cyberpunk', 'Japan', 'Post Apocalyptic', 'Japanese Literature', 'Graphic Novels Comics']",400,October 2nd 2001,2001,4.47,99.0,19.78
